"Trial","Osm","Cu","H2S","Anoxia","Dead","Alive"
10,22.4,66.6,0.1,1,107,43
10,22.4,66.6,0.32,0,216,0
10,22.4,66.6,0.32,1,212,0
10,22.4,133.3,0,0,34,33
10,22.4,133.3,0,1,29,89
10,22.4,133.3,0.03,0,235,0
10,22.4,133.3,0.03,1,24,173
10,22.4,133.3,0.1,0,172,0
10,22.4,133.3,0.1,1,184,6
10,22.4,133.3,0.32,0,200,0
10,22.4,133.3,0.32,1,179,0
10,32,0,0,0,0,192
10,32,0,0,1,3,150
10,32,0,0.03,0,3,161
10,32,0,0.03,1,1,147
10,32,0,0.1,0,5,211
10,32,0,0.1,1,0,196
10,32,0,0.32,0,160,0
10,32,0,0.32,1,87,0
10,32,33.3,0,0,1,208
10,32,33.3,0,1,0,234
10,32,33.3,0.03,0,181,1
10,32,33.3,0.03,1,2,118
10,32,33.3,0.1,0,229,0
10,32,33.3,0.1,1,90,150
10,32,33.3,0.32,0,161,0
10,32,33.3,0.32,1,122,1
10,32,66.6,0,0,6,123
10,32,66.6,0,1,0,135
10,32,66.6,0.03,0,154,0
10,32,66.6,0.03,1,5,183
10,32,66.6,0.1,0,250,0
10,32,66.6,0.1,1,129,13
10,32,66.6,0.32,0,224,0
10,32,66.6,0.32,1,163,0
10,32,133.3,0,0,101,58
10,32,133.3,0,1,35,100
10,32,133.3,0.03,0,213,0
10,32,133.3,0.03,1,56,82
10,32,133.3,0.1,0,197,0
10,32,133.3,0.1,1,211,1
10,32,133.3,0.32,0,293,0
10,32,133.3,0.32,1,135,0
10,41.6,0,0,0,7,77
10,41.6,0,0,1,3,130
10,41.6,0,0.03,0,3,96
10,41.6,0,0.03,1,5,76
10,41.6,0,0.1,0,6,215
10,41.6,0,0.1,1,2,132
10,41.6,0,0.32,0,144,0
10,41.6,0,0.32,1,230,0
10,41.6,33.3,0,0,5,123
10,41.6,33.3,0,1,6,80
10,41.6,33.3,0.03,0,110,2
10,41.6,33.3,0.03,1,2,105
10,41.6,33.3,0.1,0,204,0
10,41.6,33.3,0.1,1,173,45
10,41.6,33.3,0.32,0,236,0
10,41.6,33.3,0.32,1,112,0
10,41.6,66.6,0,0,2,119
10,41.6,66.6,0,1,15,80
10,41.6,66.6,0.03,0,170,2
10,41.6,66.6,0.03,1,20,85
10,41.6,66.6,0.1,0,174,0
10,41.6,66.6,0.1,1,130,1
10,41.6,66.6,0.32,0,282,0
10,41.6,66.6,0.32,1,150,0
10,41.6,133.3,0,0,119,76
10,41.6,133.3,0,1,21,102
10,41.6,133.3,0.03,0,134,0
10,41.6,133.3,0.03,1,32,138
10,41.6,133.3,0.1,0,163,0
10,41.6,133.3,0.1,1,191,1
10,41.6,133.3,0.32,0,349,0
10,41.6,133.3,0.32,1,227,0
10,51.2,0,0,0,4,121
10,51.2,0,0,1,4,69
10,51.2,0,0.03,0,31,116
10,51.2,0,0.03,1,15,94
10,51.2,0,0.1,0,32,128
10,51.2,0,0.1,1,37,75
10,51.2,0,0.32,0,131,0
10,51.2,0,0.32,1,59,0
10,51.2,33.3,0,0,17,85
10,51.2,33.3,0,1,9,95
10,51.2,33.3,0.03,0,244,0
10,51.2,33.3,0.03,1,13,65
10,51.2,33.3,0.1,0,253,0
10,51.2,33.3,0.1,1,154,6
10,51.2,33.3,0.32,0,245,0
10,51.2,33.3,0.32,1,181,0
10,51.2,66.6,0,0,50,71
10,51.2,66.6,0,1,5,61
10,51.2,66.6,0.03,0,141,0
10,51.2,66.6,0.03,1,34,79
10,51.2,66.6,0.1,0,265,0
10,51.2,66.6,0.1,1,189,0
10,51.2,66.6,0.32,0,229,0
10,51.2,66.6,0.32,1,96,0
10,51.2,133.3,0,0,107,47
10,51.2,133.3,0,1,16,114
10,51.2,133.3,0.03,0,192,0
10,51.2,133.3,0.03,1,106,26
10,51.2,133.3,0.1,0,214,0
10,51.2,133.3,0.1,1,172,0
10,51.2,133.3,0.32,0,274,0
10,51.2,133.3,0.32,1,155,0
